clip_id,filepath,class,speaker_id,speaker_gender,speaker_age_range,environment,device,language,duration_s,peak,rms,snr_db_est,recorded_at,split
16,raw/tono/Sebas_s16_000016.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2805,0.0188,40.46,2026-05-16T22:07:32+00:00,train
17,raw/tono/Sebas_s17_000017.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2366,0.0151,37.78,2026-05-16T22:07:39+00:00,train
18,raw/tono/Sebas_s18_000018.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3371,0.0198,42.63,2026-05-16T22:07:45+00:00,train
19,raw/tono/Sebas_s19_000019.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2861,0.0163,40.28,2026-05-16T22:07:51+00:00,train
20,raw/tono/Sebas_s20_000020.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2497,0.0174,35.18,2026-05-16T22:07:58+00:00,train
21,raw/tono/Sebas_s21_000021.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.262,0.0169,38.59,2026-05-16T22:08:04+00:00,train
22,raw/tono/Sebas_s22_000022.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3089,0.0194,41.24,2026-05-16T22:08:11+00:00,val
23,raw/tono/Sebas_s23_000023.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3362,0.0185,34.76,2026-05-16T22:08:17+00:00,train
24,raw/tono/Sebas_s24_000024.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2701,0.016,39.79,2026-05-16T22:08:24+00:00,train
25,raw/tono/Sebas_s25_000025.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3049,0.0187,38.7,2026-05-16T22:08:30+00:00,test
26,raw/tono/Sebas_s26_000026.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.282,0.0167,39.32,2026-05-16T22:08:37+00:00,test
27,raw/tono/Sebas_s27_000027.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2882,0.0171,40.53,2026-05-16T22:08:43+00:00,train
28,raw/tono/Sebas_s28_000028.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2572,0.0165,39.57,2026-05-16T22:08:49+00:00,train
29,raw/tono/Sebas_s29_000029.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2739,0.0176,41.14,2026-05-16T22:08:56+00:00,val
30,raw/tono/Sebas_s30_000030.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2945,0.0177,35.0,2026-05-16T22:09:02+00:00,train
31,raw/tono/Sebas_s31_000031.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3362,0.0169,41.1,2026-05-16T22:09:09+00:00,val
32,raw/tono/Sebas_s32_000032.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2459,0.0168,40.29,2026-05-16T22:09:15+00:00,train
33,raw/tono/Sebas_s33_000033.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3298,0.0196,42.42,2026-05-16T22:09:22+00:00,val
34,raw/tono/Sebas_s34_000034.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1809,0.0155,40.17,2026-05-16T22:09:28+00:00,train
35,raw/tono/Sebas_s35_000035.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2786,0.0177,40.01,2026-05-16T22:09:34+00:00,train
36,raw/tono/Sebas_s36_000036.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2645,0.0186,41.8,2026-05-16T22:09:41+00:00,train
37,raw/tono/Sebas_s37_000037.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2253,0.016,37.0,2026-05-16T22:09:47+00:00,test
38,raw/tono/Sebas_s38_000038.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2244,0.0164,38.02,2026-05-16T22:09:54+00:00,train
39,raw/tono/Sebas_s39_000039.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2312,0.0156,40.76,2026-05-16T22:10:00+00:00,train
40,raw/tono/Sebas_s40_000040.wav,tono,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3795,0.0217,38.8,2026-05-16T22:10:07+00:00,train
41,raw/apaga/Sebas_s01_000041.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4279,0.0242,42.89,2026-05-16T22:10:21+00:00,test
42,raw/apaga/Sebas_s02_000042.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3029,0.0188,39.9,2026-05-16T22:10:28+00:00,train
43,raw/apaga/Sebas_s03_000043.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3614,0.0222,40.18,2026-05-16T22:10:34+00:00,train
44,raw/apaga/Sebas_s04_000044.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.245,0.016,41.66,2026-05-16T22:10:40+00:00,train
45,raw/apaga/Sebas_s05_000045.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3012,0.0172,39.8,2026-05-16T22:10:47+00:00,train
46,raw/apaga/Sebas_s06_000046.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3093,0.0175,39.53,2026-05-16T22:10:53+00:00,train
47,raw/apaga/Sebas_s07_000047.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3995,0.0208,40.43,2026-05-16T22:11:00+00:00,train
48,raw/apaga/Sebas_s08_000048.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3613,0.0185,38.57,2026-05-16T22:11:06+00:00,train
49,raw/apaga/Sebas_s09_000049.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3006,0.0185,31.3,2026-05-16T22:11:13+00:00,val
50,raw/apaga/Sebas_s10_000050.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3496,0.0189,41.42,2026-05-16T22:11:19+00:00,train
51,raw/apaga/Sebas_s11_000051.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3302,0.0238,39.06,2026-05-16T22:11:26+00:00,val
52,raw/apaga/Sebas_s12_000052.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2586,0.0163,40.38,2026-05-16T22:11:32+00:00,train
53,raw/apaga/Sebas_s13_000053.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3269,0.0187,36.81,2026-05-16T22:11:39+00:00,test
54,raw/apaga/Sebas_s14_000054.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3849,0.0201,40.75,2026-05-16T22:11:45+00:00,test
55,raw/apaga/Sebas_s15_000055.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3353,0.0183,38.21,2026-05-16T22:11:52+00:00,test
56,raw/apaga/Sebas_s16_000056.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.357,0.0195,41.51,2026-05-16T22:11:58+00:00,test
57,raw/apaga/Sebas_s17_000057.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3615,0.0185,39.21,2026-05-16T22:12:04+00:00,train
58,raw/apaga/Sebas_s18_000058.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3291,0.016,39.51,2026-05-16T22:12:11+00:00,train
59,raw/apaga/Sebas_s19_000059.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3511,0.0184,40.62,2026-05-16T22:12:17+00:00,train
60,raw/apaga/Sebas_s20_000060.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.45,0.0243,42.88,2026-05-16T22:12:24+00:00,train
61,raw/apaga/Sebas_s21_000061.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3677,0.0175,40.21,2026-05-16T22:12:30+00:00,train
62,raw/apaga/Sebas_s22_000062.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3593,0.0186,41.06,2026-05-16T22:12:37+00:00,train
63,raw/apaga/Sebas_s23_000063.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3121,0.0164,40.19,2026-05-16T22:12:43+00:00,train
64,raw/apaga/Sebas_s24_000064.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2823,0.0157,39.37,2026-05-16T22:12:50+00:00,train
65,raw/apaga/Sebas_s25_000065.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2858,0.0151,38.54,2026-05-16T22:12:56+00:00,train
66,raw/apaga/Sebas_s26_000066.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1816,0.0123,26.36,2026-05-16T22:13:03+00:00,val
67,raw/apaga/Sebas_s27_000067.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2685,0.0145,21.67,2026-05-16T22:13:09+00:00,train
68,raw/apaga/Sebas_s28_000068.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2175,0.0143,36.96,2026-05-16T22:13:15+00:00,val
69,raw/apaga/Sebas_s29_000069.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2889,0.0161,39.47,2026-05-16T22:13:22+00:00,train
70,raw/apaga/Sebas_s30_000070.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2503,0.015,37.52,2026-05-16T22:13:28+00:00,train
71,raw/apaga/Sebas_s31_000071.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2753,0.0128,37.82,2026-05-16T22:13:35+00:00,val
72,raw/apaga/Sebas_s32_000072.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2826,0.0131,38.18,2026-05-16T22:13:41+00:00,val
73,raw/apaga/Sebas_s33_000073.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2832,0.0138,38.01,2026-05-16T22:13:48+00:00,test
74,raw/apaga/Sebas_s34_000074.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2668,0.0143,37.82,2026-05-16T22:13:54+00:00,train
75,raw/apaga/Sebas_s35_000075.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3607,0.0187,39.69,2026-05-16T22:14:01+00:00,train
76,raw/apaga/Sebas_s36_000076.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2512,0.0123,37.62,2026-05-16T22:14:07+00:00,train
77,raw/apaga/Sebas_s37_000077.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2759,0.017,36.01,2026-05-16T22:14:13+00:00,train
78,raw/apaga/Sebas_s38_000078.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2705,0.0159,36.58,2026-05-16T22:14:20+00:00,train
79,raw/apaga/Sebas_s39_000079.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.329,0.0153,38.61,2026-05-16T22:14:26+00:00,train
80,raw/apaga/Sebas_s40_000080.wav,apaga,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3088,0.0154,39.73,2026-05-16T22:14:33+00:00,train
81,raw/alarma/Sebas_s01_000081.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3271,0.0203,39.59,2026-05-16T22:14:47+00:00,test
82,raw/alarma/Sebas_s02_000082.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3581,0.0196,38.2,2026-05-16T22:14:54+00:00,train
83,raw/alarma/Sebas_s03_000083.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3534,0.0199,38.96,2026-05-16T22:15:00+00:00,train
84,raw/alarma/Sebas_s04_000084.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2998,0.0203,37.28,2026-05-16T22:15:07+00:00,train
85,raw/alarma/Sebas_s05_000085.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.207,0.0168,37.08,2026-05-16T22:15:13+00:00,train
86,raw/alarma/Sebas_s06_000086.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3439,0.0177,39.5,2026-05-16T22:15:19+00:00,test
87,raw/alarma/Sebas_s07_000087.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3645,0.0177,36.85,2026-05-16T22:15:26+00:00,train
88,raw/alarma/Sebas_s08_000088.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2797,0.0169,38.73,2026-05-16T22:15:32+00:00,train
89,raw/alarma/Sebas_s09_000089.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3195,0.0163,37.62,2026-05-16T22:15:39+00:00,train
90,raw/alarma/Sebas_s10_000090.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3053,0.0183,38.2,2026-05-16T22:15:45+00:00,val
91,raw/alarma/Sebas_s11_000091.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4078,0.0209,41.95,2026-05-16T22:15:52+00:00,train
92,raw/alarma/Sebas_s12_000092.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2962,0.0182,40.4,2026-05-16T22:15:58+00:00,val
93,raw/alarma/Sebas_s13_000093.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3254,0.0185,41.26,2026-05-16T22:16:04+00:00,train
94,raw/alarma/Sebas_s14_000094.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3663,0.0189,40.91,2026-05-16T22:16:11+00:00,test
95,raw/alarma/Sebas_s15_000095.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.289,0.0168,39.33,2026-05-16T22:16:17+00:00,train
96,raw/alarma/Sebas_s16_000096.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.318,0.0195,41.15,2026-05-16T22:16:24+00:00,train
97,raw/alarma/Sebas_s17_000097.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3679,0.0201,39.74,2026-05-16T22:16:30+00:00,val
98,raw/alarma/Sebas_s18_000098.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2913,0.0153,37.97,2026-05-16T22:16:37+00:00,train
99,raw/alarma/Sebas_s19_000099.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4568,0.0193,40.66,2026-05-16T22:16:43+00:00,train
100,raw/alarma/Sebas_s20_000100.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3586,0.0201,39.73,2026-05-16T22:16:50+00:00,val
101,raw/alarma/Sebas_s21_000101.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3631,0.0206,40.48,2026-05-16T22:16:56+00:00,train
102,raw/alarma/Sebas_s22_000102.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4568,0.0234,31.64,2026-05-16T22:17:03+00:00,train
103,raw/alarma/Sebas_s23_000103.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3723,0.0184,39.06,2026-05-16T22:17:09+00:00,train
104,raw/alarma/Sebas_s24_000104.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3937,0.0212,40.57,2026-05-16T22:17:15+00:00,train
105,raw/alarma/Sebas_s25_000105.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.5472,0.0244,43.75,2026-05-16T22:17:28+00:00,train
106,raw/alarma/Sebas_s26_000106.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3908,0.0214,42.39,2026-05-16T22:17:34+00:00,train
107,raw/alarma/Sebas_s27_000107.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3783,0.017,40.82,2026-05-16T22:17:41+00:00,train
108,raw/alarma/Sebas_s28_000108.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2491,0.0153,39.66,2026-05-16T22:17:47+00:00,train
109,raw/alarma/Sebas_s29_000109.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3324,0.0175,39.28,2026-05-16T22:17:54+00:00,test
110,raw/alarma/Sebas_s30_000110.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.277,0.0155,39.37,2026-05-16T22:18:00+00:00,train
111,raw/alarma/Sebas_s31_000111.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2576,0.0167,38.83,2026-05-16T22:18:06+00:00,test
112,raw/alarma/Sebas_s32_000112.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3067,0.0169,40.62,2026-05-16T22:18:13+00:00,train
113,raw/alarma/Sebas_s33_000113.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2964,0.0155,33.6,2026-05-16T22:18:19+00:00,val
114,raw/alarma/Sebas_s34_000114.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3387,0.0172,41.14,2026-05-16T22:18:26+00:00,train
115,raw/alarma/Sebas_s35_000115.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3536,0.0179,40.26,2026-05-16T22:18:32+00:00,train
116,raw/alarma/Sebas_s36_000116.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4356,0.0231,40.65,2026-05-16T22:18:39+00:00,val
117,raw/alarma/Sebas_s37_000117.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.5422,0.0254,41.8,2026-05-16T22:18:45+00:00,train
118,raw/alarma/Sebas_s38_000118.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4458,0.0227,43.06,2026-05-16T22:18:52+00:00,train
119,raw/alarma/Sebas_s39_000119.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3213,0.0191,40.58,2026-05-16T22:18:58+00:00,train
120,raw/alarma/Sebas_s40_000120.wav,alarma,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2617,0.0152,39.41,2026-05-16T22:19:04+00:00,test
121,raw/rojo/Sebas_s01_000121.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2978,0.0167,38.73,2026-05-16T22:19:19+00:00,train
122,raw/rojo/Sebas_s02_000122.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2877,0.0155,38.72,2026-05-16T22:19:25+00:00,val
123,raw/rojo/Sebas_s03_000123.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2327,0.0138,38.67,2026-05-16T22:19:32+00:00,train
124,raw/rojo/Sebas_s04_000124.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1988,0.0165,32.69,2026-05-16T22:19:38+00:00,train
125,raw/rojo/Sebas_s05_000125.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2233,0.0164,37.56,2026-05-16T22:19:45+00:00,train
126,raw/rojo/Sebas_s06_000126.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2403,0.016,37.03,2026-05-16T22:19:51+00:00,train
127,raw/rojo/Sebas_s07_000127.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1822,0.0159,32.81,2026-05-16T22:19:58+00:00,val
128,raw/rojo/Sebas_s08_000128.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2067,0.0152,33.94,2026-05-16T22:20:04+00:00,train
129,raw/rojo/Sebas_s09_000129.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1658,0.0108,33.84,2026-05-16T22:20:10+00:00,train
130,raw/rojo/Sebas_s10_000130.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2128,0.0165,40.03,2026-05-16T22:20:17+00:00,train
131,raw/rojo/Sebas_s11_000131.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2441,0.0168,33.6,2026-05-16T22:20:23+00:00,train
132,raw/rojo/Sebas_s12_000132.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3207,0.0213,33.13,2026-05-16T22:20:30+00:00,val
133,raw/rojo/Sebas_s13_000133.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2628,0.018,33.45,2026-05-16T22:20:36+00:00,test
134,raw/rojo/Sebas_s14_000134.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3076,0.022,41.39,2026-05-16T22:20:43+00:00,train
135,raw/rojo/Sebas_s15_000135.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2485,0.0206,39.93,2026-05-16T22:20:49+00:00,train
136,raw/rojo/Sebas_s16_000136.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2259,0.014,37.75,2026-05-16T22:20:55+00:00,test
137,raw/rojo/Sebas_s17_000137.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3014,0.0217,42.55,2026-05-16T22:21:02+00:00,train
138,raw/rojo/Sebas_s18_000138.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2459,0.0168,40.98,2026-05-16T22:21:08+00:00,train
139,raw/rojo/Sebas_s19_000139.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3042,0.0183,39.01,2026-05-16T22:21:15+00:00,test
140,raw/rojo/Sebas_s20_000140.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2072,0.0177,25.74,2026-05-16T22:21:21+00:00,train
141,raw/rojo/Sebas_s21_000141.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2414,0.0192,38.01,2026-05-16T22:21:28+00:00,test
142,raw/rojo/Sebas_s22_000142.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3804,0.0323,45.47,2026-05-16T22:21:34+00:00,train
143,raw/rojo/Sebas_s23_000143.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3664,0.0244,42.64,2026-05-16T22:21:41+00:00,train
144,raw/rojo/Sebas_s24_000144.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2498,0.0178,41.7,2026-05-16T22:21:47+00:00,train
145,raw/rojo/Sebas_s25_000145.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2709,0.0186,37.19,2026-05-16T22:21:54+00:00,train
146,raw/rojo/Sebas_s26_000146.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2832,0.0193,34.05,2026-05-16T22:22:00+00:00,train
147,raw/rojo/Sebas_s27_000147.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3559,0.0222,42.01,2026-05-16T22:22:06+00:00,train
148,raw/rojo/Sebas_s28_000148.wav,rojo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2232,0.0175,33.27,2026-05-16T22:22:13+00:00,train
